repo,commit_sha_full,commit_sha,commit_message,commit_type,language,author,committed_at,commit_hour,day_of_week,is_weekend,is_night_commit,lines_added,lines_deleted,files_changed,test_files_changed,num_methods,avg_complexity,is_buggy,label_source,language_group,time_period,confidence,linked_issue,churn_ratio,test_ratio,complexity_per_file,prior_bugs_author
react-bootstrap/react-bootstrap,213b466e8d2f32901022ddf184f866490c9cf09f,213b466e8d,docs: Fix version dropdown (#5217),bugfix,JavaScript,Kyle Tsang,2020-06-05 11:12:15-04:00,11,4,0,0,2,1,1,0,1,1.0,0,clean,TypeScript,2018-2020,1.0,,1.0,0.0,0.5,0
react-bootstrap/react-bootstrap,2e96fffe62eb5381a3eb10d3fa9905b1d21fc7d1,2e96fffe62,refactor(PageItem): Rewrite createButton return to functional component (#5219),refactor,JavaScript,Mohamed SADAT,2020-06-07 01:10:33-04:00,1,6,1,1,11,13,1,0,3,1.67,0,clean,TypeScript,2018-2020,1.0,,0.79,0.0,0.84,0
react-bootstrap/react-bootstrap,e20d0703137cda98ec7bd107df8c5b43bf845fff,e20d070313,refactor(Collapse): Rewrite Collapse component as functional component (#5210),refactor,JavaScript,Mohamed SADAT,2020-06-07 01:14:21-04:00,1,6,1,1,85,82,4,2,14,1.43,0,clean,TypeScript,2018-2020,1.0,,1.02,0.4,0.29,0
react-bootstrap/react-bootstrap,b594cd21b327ad92341bbd87ae7c5464e79459d9,b594cd21b3,"Fix typo (#5223)  Not "" ya'll "" but "" y'all """,bugfix,JavaScript,Matt Webber,2020-06-07 19:15:25-04:00,19,6,1,0,1,1,1,0,1,2.0,0,clean,TypeScript,2018-2020,1.0,,0.5,0.0,1.0,0
react-bootstrap/react-bootstrap,b1738fa9162d310add734852ae0316d9bf63f147,b1738fa916,test(Carousel): Set interval to null for indicator click tests (#5221),test,JavaScript,Kyle Tsang,2020-06-08 09:21:07-04:00,9,0,0,0,6,2,1,1,1,1.0,0,clean,TypeScript,2018-2020,1.0,,2.0,0.5,0.5,0
react-bootstrap/react-bootstrap,9e216c2c35af29188f580a53d35aaa896e32ae48,9e216c2c35,chore(deps): update all non-major dependencies (#5224)  Co-authored-by: Renovate Bot <bot@renovateapp.com>,other,Unknown,renovate[bot],2020-06-08 11:12:14-04:00,11,0,0,0,2823,1271,4,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,2.22,0.0,0.0,0
react-bootstrap/react-bootstrap,e15cae74140b9cb5e3cd66e3d2aab502c4246473,e15cae7414,chore(deps): update dependency mocha to v8 (#5231)  Co-authored-by: Renovate Bot <bot@renovateapp.com>,other,Unknown,renovate[bot],2020-06-10 21:10:06-04:00,21,2,0,0,150,124,2,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,1.2,0.0,0.0,0
react-bootstrap/react-bootstrap,8f23c13c6d346c40410bb958968f0c476ef94759,8f23c13c6d,chore(deps): update all non-major dependencies (#5238)  Co-authored-by: Renovate Bot <bot@renovateapp.com>,other,Unknown,renovate[bot],2020-06-15 09:01:48-04:00,9,0,0,0,155,155,4,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,0.99,0.0,0.0,0
react-bootstrap/react-bootstrap,426b6da8af15c9cbb66e409b311ebab17b24c77e,426b6da8af,"fix(Button): Use type attribute if specified (#5208)  * fix(Button): Apply type attribute if ""as"" is an input  * Use type prop if explicitly passed in",bugfix,JavaScript,Kyle Tsang,2020-06-15 09:42:26-07:00,9,0,0,0,20,2,2,1,2,5.0,0,clean,TypeScript,2018-2020,1.0,,6.67,0.33,1.67,0
react-bootstrap/react-bootstrap,eef37912eda899899bbf1c92063d3eb77396760b,eef37912ed,"feat(Col): Allow false to be used for Col span (#5232)  * fix(Layout): Allow null for Col span in TS defs and fix docs  * Allow span to be false",bugfix,JavaScript,Kyle Tsang,2020-06-15 09:44:23-07:00,9,0,0,0,40,16,5,2,3,6.33,0,clean,TypeScript,2018-2020,1.0,,2.35,0.33,1.06,0
react-bootstrap/react-bootstrap,501b3bf2a597a52979aa740508b7ecd6a7e80013,501b3bf2a5,fix(Toast): Fix bsPrefix (#5240),bugfix,JavaScript,Kyle Tsang,2020-06-15 09:45:21-07:00,9,0,0,0,10,1,2,1,2,1.0,0,clean,TypeScript,2018-2020,1.0,,5.0,0.33,0.33,0
NativeScript/NativeScript,5cacc25aa728b9ba869b7c7e4a8c0f361eb58583,5cacc25aa7,fix(text-base): apply dynamic text color change on button for ios (#8635),bugfix,TypeScript,dosomder,2020-06-16 12:45:23-07:00,12,1,0,0,28,6,4,0,3,9.0,0,clean,TypeScript,2018-2020,1.0,,4.0,0.0,1.8,0
NativeScript/NativeScript,9afa15fa710984c2769d42b1d9accf04d2ad52a8,9afa15fa71,fix(ios): gesture handling resilience when views are destroyed quickly (#8645)  closes https://github.com/NativeScript/NativeScript/issues/8641,bugfix,TypeScript,Nathan Walker,2020-06-16 15:18:48-07:00,15,1,0,0,30,10,1,0,1,2.0,0,clean,TypeScript,2018-2020,1.0,,2.73,0.0,1.0,0
NativeScript/NativeScript,29541b89b17ed001ea7a93a9860405e330f92734,29541b89b1,chore(release): 6.5.6,other,Unknown,Nathan Walker,2020-06-16 15:31:53-07:00,15,1,0,0,20,5,6,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,3.33,0.0,0.0,0
NativeScript/NativeScript,0ca838ed0ced845b5a02300d31cbd1256e597a9d,0ca838ed0c,fix(span): value handling for strings and numbers (#8651)  closes https://github.com/NativeScript/NativeScript/issues/8647,bugfix,TypeScript,Nathan Walker,2020-06-17 11:07:38-07:00,11,2,0,0,3,2,1,0,1,2.0,0,clean,TypeScript,2018-2020,1.0,,1.0,0.0,1.0,0
NativeScript/NativeScript,4f65beab3388212b2842b7dfc1e636f8647c9175,4f65beab33,chore(release): 6.5.7,other,Unknown,Nathan Walker,2020-06-17 14:43:21-07:00,14,2,0,0,14,5,6,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,2.33,0.0,0.0,0
NativeScript/NativeScript,4f64bace62627a9c8e2a59a38bd53bbe1250a2ac,4f64bace62,"fix(module-name-resolver): livesync page qualifier handling (#8637)  closes https://github.com/NativeScript/NativeScript/issues/8622  Co-authored-by: Dimitris - Rafail Katsampas <katsampasdr@gmail.c",bugfix,TypeScript,DimitrisRK,2020-06-17 20:12:11-07:00,20,2,0,0,143,43,11,0,13,2.69,0,clean,TypeScript,2018-2020,1.0,,3.25,0.0,0.22,0
NativeScript/NativeScript,41a21ea91651acef150605ecaa9d62e6093ec815,41a21ea916,fix(enums): add Visibility.hidden (#8655)  closes #8653,bugfix,TypeScript,felixkrautschuk,2020-06-18 08:45:04-07:00,8,3,0,0,1,0,1,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,1.0,0.0,0.0,0
NativeScript/NativeScript,acddd1f34d9a898ce422230f249fd80525bfe124,acddd1f34d,chore: testing #8637 (#8658)  Co-authored-by: Dimitris - Rafail Katsampas <katsampasdr@gmail.com>,test,TypeScript,DimitrisRK,2020-06-19 15:36:13-07:00,15,4,0,0,10,7,3,0,3,1.0,0,clean,TypeScript,2018-2020,1.0,,1.25,0.0,0.25,0
NativeScript/NativeScript,4d57ced35fb0ae18aaf2ff52102063608bb0c82d,4d57ced35f,chore(release): 6.5.8,other,Unknown,Nathan Walker,2020-06-20 08:49:11-07:00,8,5,1,0,15,5,6,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,2.5,0.0,0.0,0
react-bootstrap/react-bootstrap,20b532d924554af0af5dc17f9b244225a0349924,20b532d924,"fix(Toast): Reset autohide timer only if show or autohide changed (#5220)  * fix(Toast): Reset autohide timer only if show or autohide changed  * Update src/Toast.js  Co-authored-by: Jimmy Jia <te",bugfix,JavaScript,Kyle Tsang,2020-06-21 22:01:33-07:00,22,6,1,1,147,62,2,1,2,2.0,0,clean,TypeScript,2018-2020,1.0,,2.33,0.33,0.67,0
react-bootstrap/react-bootstrap,851e42bd99c1e134cf0e32792b5402ba7ddebdbb,851e42bd99,"chore(deps): update all non-major dependencies (#5248)  Co-authored-by: Renovate Bot <bot@renovateapp.com> Co-authored-by: Jimmy Jia <tesrin@gmail.com>",other,Unknown,renovate[bot],2020-06-22 11:39:43-04:00,11,0,0,0,324,1111,4,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,0.29,0.0,0.0,0
NativeScript/NativeScript,7d364474c23e17acf7696f159d3945d8a73d63e6,7d364474c2,feat(text-view): allow easy subclassing on ios (#8663),feature,TypeScript,dosomder,2020-06-23 22:23:49-07:00,22,1,0,1,61,33,1,0,6,2.0,0,clean,TypeScript,2018-2020,1.0,,1.79,0.0,1.0,0
NativeScript/NativeScript,b5b2db9093d452b1c7464a6333e7bb34d969a735,b5b2db9093,"chore: syntax error correction in comments for property of View, originX and originY. (#8669)",other,TypeScript,Chad Zhuang,2020-06-24 16:46:32-07:00,16,2,0,0,2,2,1,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,0.67,0.0,0.0,0
react-bootstrap/react-bootstrap,5c21cc2bc84239dfd4936a4baeea00af23319e76,5c21cc2bc8,chore(deps): update all non-major dependencies (#5257)  Co-authored-by: Renovate Bot <bot@renovateapp.com>,other,Unknown,renovate[bot],2020-06-29 11:09:28-04:00,11,0,0,0,797,728,4,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,1.09,0.0,0.0,0
NativeScript/NativeScript,bd12bafb4aae8f1c523be4c7e04fa73722092304,bd12bafb4a,feat(ImageSource): resize method (#8678),feature,TypeScript,Ken Southerland,2020-06-29 22:17:39-07:00,22,0,0,1,86,0,6,1,5,2.0,0,clean,TypeScript,2018-2020,1.0,,86.0,0.14,0.29,0
NativeScript/NativeScript,ec17727e91f7a3209ada2c7de0bcf59c98c4e62a,ec17727e91,fix(text-view): only reload text if hint is showing on ios (#8662),bugfix,TypeScript,dosomder,2020-06-29 22:18:25-07:00,22,0,0,1,4,2,1,0,1,2.0,0,clean,TypeScript,2018-2020,1.0,,1.33,0.0,1.0,0
NativeScript/NativeScript,6b0028afd7b554914b039cdf371e8e30f6e02dac,6b0028afd7,"fix(bindable): parent referenced expression-values now load properly using an update call (#8670)  closes #8666  closes #6981  closes #5054",bugfix,TypeScript,DimitrisRK,2020-06-29 22:28:04-07:00,22,0,0,1,78,9,4,0,2,1.0,0,clean,TypeScript,2018-2020,1.0,,7.8,0.0,0.2,0
react-bootstrap/react-bootstrap,469b2351c79107958615ea886cfd62d9ab462c55,469b2351c7,test(Carousel): Fix test failure,bugfix,JavaScript,kyletsang,2020-07-03 09:55:36-07:00,9,4,0,0,5,1,1,1,1,1.0,0,clean,TypeScript,2018-2020,1.0,,2.5,0.5,0.5,0
react-bootstrap/react-bootstrap,d8cbaea52bc5fdc5005a0a35e542b1d296efbccf,d8cbaea52b,chore(deps): update all non-major dependencies (#5266)  Co-authored-by: Renovate Bot <bot@renovateapp.com>,other,Unknown,renovate[bot],2020-07-06 09:46:46-04:00,9,0,0,0,411,1071,4,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,0.38,0.0,0.0,0
NativeScript/NativeScript,a8bbd7c1e580e77e7ad5ddc7be6845e3d8fb02de,a8bbd7c1e5,fix(snapshots): android is not defined (#8691),bugfix,TypeScript,Igor Randjelovic,2020-07-06 09:53:25-07:00,9,0,0,0,71,57,1,0,7,4.86,0,clean,TypeScript,2018-2020,1.0,,1.22,0.0,2.43,0
NativeScript/NativeScript,bb531ce71028f9c4fd4d753df16c82104f158e35,bb531ce710,feat(dialog): ios destructive style from options (#8676),feature,TypeScript,danielorihuela,2020-07-06 14:47:08-07:00,14,0,0,0,223,87,2,0,8,4.38,0,clean,TypeScript,2018-2020,1.0,,2.53,0.0,1.46,0
react-bootstrap/react-bootstrap,dec919bf9bb0cb3153f3e3afe6a486968b218329,dec919bf9b,"feat: Add proper Typescript support (#5251)  * TypeScript all the things (#5150)  * Add Typescript tooling via react-overlays  * Add @types/ via akx/autotypes  * Mostly mechanically merge JavaSc",bugfix,TypeScript,Jason Quense,2020-07-06 15:37:05-04:00,15,0,0,0,3447,3659,241,2,142,2.65,0,clean,TypeScript,2018-2020,1.0,,0.94,0.01,0.01,0
react-bootstrap/react-bootstrap,f4ddfead6e59c659d7dff2e10042d9a74ccd5e87,f4ddfead6e,Publish v1.1.0,other,Unknown,Jason Quense,2020-07-06 15:39:00-04:00,15,0,0,0,24,1,2,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,12.0,0.0,0.0,0
NativeScript/NativeScript,635f31f81f7826112142c707aff2a66c2b480b0e,635f31f81f,fix(connectivity): getActiveNetworkInfo and NetworkInfo modern compliance #8580 (#8652),bugfix,TypeScript,Osei Fortune,2020-07-06 18:29:26-07:00,18,0,0,0,175,15,3,0,14,4.21,0,clean,TypeScript,2018-2020,1.0,,10.94,0.0,1.05,0
NativeScript/NativeScript,02ec7f104d327df53df687ddd1b8ac5b1cdc04ba,02ec7f104d,fix(scroll-view): android 'isScrollEnabled' will apply if changed while gesture is underway (#8695),bugfix,TypeScript,DimitrisRK,2020-07-06 19:05:40-07:00,19,0,0,0,35,2,5,0,5,2.8,0,clean,TypeScript,2018-2020,1.0,,11.67,0.0,0.47,0
react-bootstrap/react-bootstrap,7b4c639314107b76d73fac2203fd38244e9812e2,7b4c639314,fix(types): type exports not being removed from compiled out  fixes #5267,bugfix,Unknown,Jason Quense,2020-07-07 12:00:36-04:00,12,1,0,0,185,81,2,0,2,2.0,0,clean,TypeScript,2018-2020,1.0,,2.26,0.0,0.67,0
react-bootstrap/react-bootstrap,8e30fb88be504928e9f2bf19eaa0d92ec71d1b9e,8e30fb88be,"fix(types): include dep type defs in dependencies""  fixes #5271 I think?",bugfix,Unknown,Jason Quense,2020-07-07 12:03:05-04:00,12,1,0,0,6,6,2,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,0.86,0.0,0.0,0
react-bootstrap/react-bootstrap,055c7396fbba756c8f859370971340fc9ba32905,055c7396fb,Publish v1.1.1,other,Unknown,Jason Quense,2020-07-07 12:14:03-04:00,12,1,0,0,13,1,2,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,6.5,0.0,0.0,0
react-bootstrap/react-bootstrap,596cee7e02482aa544f0871ee303a25f66e9c878,596cee7e02,fix(Form): Fix types (#5274),bugfix,Unknown,Kyle Tsang,2020-07-07 15:48:41-07:00,15,1,0,0,3,1,1,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,1.5,0.0,0.0,0
react-bootstrap/react-bootstrap,f14ca04848bbfe52b6655e9bba5408ec87a53c8e,f14ca04848,fix(Overlay): Fix types and overlay example (#5275),bugfix,JavaScript,Kyle Tsang,2020-07-07 15:49:48-07:00,15,1,0,0,6,9,2,0,1,1.0,0,clean,TypeScript,2018-2020,1.0,,0.6,0.0,0.33,0
NativeScript/NativeScript,9834c4f887f8693dc582b809b23796b47f6a6978,9834c4f887,chore(release): 6.5.9,other,Unknown,Nathan Walker,2020-07-07 16:38:09-07:00,16,1,0,0,33,13,6,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,2.36,0.0,0.0,0
react-bootstrap/react-bootstrap,750d63fe730f68d242b7fe6f8cfd2d6088a2d398,750d63fe73,fix: bump RTG types to latest,bugfix,Unknown,Jason Quense,2020-07-08 09:24:11-04:00,9,2,0,0,8,8,3,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,0.89,0.0,0.0,0
react-bootstrap/react-bootstrap,d5f39e7be4cefa134249f3ad28ddb1a2d1e31ba5,d5f39e7be4,fix: helper typing and missing host props,bugfix,Unknown,Jason Quense,2020-07-08 09:24:29-04:00,9,2,0,0,20,14,4,0,1,1.0,0,clean,TypeScript,2018-2020,1.0,,1.33,0.0,0.2,0
react-bootstrap/react-bootstrap,4bd37b7e9e3126605fa791a1b84ab8b9699ede57,4bd37b7e9e,fix(types): allow anything in linkProps  fixes #5249,bugfix,Unknown,Jason Quense,2020-07-08 09:28:29-04:00,9,2,0,0,1,1,1,0,0,0.0,0,clean,TypeScript,2018-2020,1.0,,0.5,0.0,0.0,0
react-bootstrap/react-bootstrap,77f105a8221754762343f5020ec20323a6dbd152,77f105a822,feat(OverlayTrigger): expose `show` for manually controlling visibility,feature,JavaScript,Jason Quense,2020-07-09 12:40:53-04:00,12,3,0,0,86,32,3,1,6,2.67,0,clean,TypeScript,2018-2020,1.0,,2.61,0.25,0.67,0
react-bootstrap/react-bootstrap,d7dab828b617e765d3ba9a1c7d94bf47de02ae99,d7dab828b6,feat(OverlayTrigger): expose `show` for manually controlling visibility (#5282),feature,JavaScript,Jason Quense,2020-07-09 13:48:44-04:00,13,3,0,0,86,32,3,1,6,2.67,0,clean,TypeScript,2018-2020,1.0,,2.61,0.25,0.67,0
react-bootstrap/react-bootstrap,1c99fec378472f1ea13c2c5389c9c63e8d6542b8,1c99fec378,fix(Tooltip): *-start and *-end placements work correctly,bugfix,Unknown,Jason Quense,2020-07-09 13:51:08-04:00,13,3,0,0,12,4,2,0,1,5.0,0,clean,TypeScript,2018-2020,1.0,,2.4,0.0,1.67,0
react-bootstrap/react-bootstrap,18e7666988afa5607c1730cf113abb24aa8829b7,18e7666988,Update src/Popover.tsx,other,Unknown,Jason Quense,2020-07-09 20:48:32-04:00,20,3,0,0,1,1,1,0,1,5.0,0,clean,TypeScript,2018-2020,1.0,,0.5,0.0,2.5,0
