repo,commit_sha_full,commit_sha,commit_message,commit_type,language,author,committed_at,commit_hour,day_of_week,is_weekend,is_night_commit,lines_added,lines_deleted,files_changed,test_files_changed,num_methods,avg_complexity,is_buggy,label_source,language_group,time_period,confidence,linked_issue,churn_ratio,test_ratio,complexity_per_file,prior_bugs_author
numba/numba,7795b2d532b7aaf16ed39d52a3b6a7fb4ec6bd88,7795b2d532,Avoid setting is_dynamic in __call__,other,Python,Siu Kwan Lam,2020-11-11 23:56:00-03:00,23,2,0,1,2,7,2,1,3,3.0,0,clean,Python,2018-2020,1.0,,0.25,0.33,1.0,0
numba/numba,350ea6c1463c153d9725c5bac151de333117505a,350ea6c146,Move is_dynamic to the constructor and remove it's setter,other,Python,Siu Kwan Lam,2020-11-11 23:56:08-03:00,23,2,0,1,13,14,3,1,8,1.75,0,clean,Python,2018-2020,1.0,,0.87,0.25,0.44,0
numba/numba,9a4afcdb0152586adce46bc66a30599251e08f42,9a4afcdb01,"Initial commit of atomic increment, decrement, exchange, and cas",other,Python,Michael Collison,2020-11-12 01:44:38-07:00,1,3,0,1,596,22,8,1,52,1.37,0,clean,Python,2018-2020,1.0,,25.91,0.11,0.15,0
numba/numba,56d4d3b9df361902ed9931432fc7bd84c4571ed0,56d4d3b9df,Remove the misspelling of finalize_dynamic_globals  This commit fixes misspelling of _finalize_dynamic_globals(). This function is used only in the same file.,bugfix,Python,Sergey Pokhodenko,2020-11-12 13:21:23+03:00,13,3,0,0,2,2,1,0,3,3.67,0,clean,Python,2018-2020,1.0,,0.67,0.0,1.84,0
numba/numba,6494f6942121ebe8b1ff5329ba43ab6a6ea38e52,6494f69421,Tidy up wording based on feedback,other,Unknown,Graham Markall,2020-11-12 14:38:32+00:00,14,3,0,0,18,17,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,1.0,0.0,0.0,0
numba/numba,43a25015c64e7e3ee0fe35a65d23c59d62518e2d,43a25015c6,Access `ufunc_db` via context  `ufunc_db` is global variable from `numba.np`. It is necessary to have possibility to modify `ufunc_db` depending on context.,other,Python,Sergey Pokhodenko,2020-11-12 14:51:13+03:00,14,3,0,0,6,1,1,0,2,2.0,0,clean,Python,2018-2020,1.0,,3.0,0.0,1.0,0
numba/numba,61666357c30a52829ad7524f4fa39d65c92e10f5,61666357c3,Access `replace_functions_map` via PreParforPass instance  `replace_functions_map` is global variable from `numba.parfors.parfor`. It is necessary to have possibility to modify `replace_functions_map`,other,Python,Sergey Pokhodenko,2020-11-12 14:54:42+03:00,14,3,0,0,3,2,1,0,4,6.5,0,clean,Python,2018-2020,1.0,,1.0,0.0,3.25,0
numba/numba,fccf1f86f9cf45e366acc633d5af3ce449bf0c06,fccf1f86f9,Test for BaseTuple instead of different tuple types in _prepare_args,test,Python,Graham Markall,2020-11-12 15:21:12+00:00,15,3,0,0,1,2,1,0,1,15.0,0,clean,Python,2018-2020,1.0,,0.33,0.0,7.5,0
numba/numba,00c04de8e0deb1f97ec777c52b58197e010a7590,00c04de8e0,Add additional tuple-passing tests,feature,Python,Graham Markall,2020-11-12 15:21:23+00:00,15,3,0,0,97,0,1,1,10,1.1,0,clean,Python,2018-2020,1.0,,97.0,0.5,0.55,0
numba/numba,76b78e0f8bc630201f3d63cb366b2c9729539670,76b78e0f8b,Document numba.extending.is_jitted  As title.,docs,Unknown,Stuart Archibald,2020-11-12 16:27:48+00:00,16,3,0,0,7,0,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,7.0,0.0,0.0,0
numba/numba,448bd41474ff3505381309d320c6be3466357868,448bd41474,Add address space in pointer type  It is necessary for representing pointers related to different execution devices (i.e. GPU).,feature,Python,Sergey Pokhodenko,2020-11-12 17:00:53+03:00,17,3,0,0,13,9,4,0,11,4.0,0,clean,Python,2018-2020,1.0,,1.3,0.0,0.8,0
numba/numba,71274660be40e425d9be6aa87a4bfbc7079da039,71274660be,Add skip on PPC64LE for tests causing SIGABRT in LLVM.  As title.  Fixes #6465,bugfix,Python,Stuart Archibald,2020-11-12 17:50:37+00:00,17,3,0,0,10,1,2,1,0,0.0,0,clean,Python,2018-2020,1.0,,5.0,0.33,0.0,0
numba/numba,6e4f185e91476b4be1c5f8c9dfdbcdfda1ccba4e,6e4f185e91,Adding PyCon Sweden 2020 talk on numba,feature,Unknown,Ankit Mahato,2020-11-12 20:10:15+05:30,20,3,0,0,1,0,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,1.0,0.0,0.0,0
numba/numba,5eec5e671ad37f41864ad073df05c374b0a8ab46,5eec5e671a,Update changelog for 0.52.0rc3,other,Unknown,Siu Kwan Lam,2020-11-13 11:34:03-06:00,11,4,0,0,11,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,5.5,0.0,0.0,0
numba/numba,2e8e4d5bfe2921b78db638b4ba1910624d281154,2e8e4d5bfe,Update authors in changelog,other,Unknown,Siu Kwan Lam,2020-11-13 12:03:56-06:00,12,4,0,0,1,0,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,1.0,0.0,0.0,0
numba/numba,eaedd3b874f5a2cef1276116bea16f6c53e6d724,eaedd3b874,"fix abstract base class import  ``` Traceback (most recent call last):   File ""<string>"", line 1, in <module>   File ""/home/circleci/repo/fastparquet/fastparquet/__init__.py"", line 5, in <module>     ",bugfix,Python,Valentin Haenel,2020-11-16 11:39:11+01:00,11,0,0,0,2,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,1.0,0.0,0.0,0
numba/numba,92c6606fe952972349ab86819d30bfdf3140691f,92c6606fe9,Restrict maximum version of python #6482,other,Python,Siu Kwan Lam,2020-11-16 12:37:27-06:00,12,0,0,0,2,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,1.0,0.0,0.0,0
numba/numba,d05141a28ca2d973db8e08b04aecda6499491ecf,d05141a28c,Add runtime guard for unsupported python versions.,feature,Python,Siu Kwan Lam,2020-11-16 14:23:13-06:00,14,0,0,0,28,1,1,0,1,3.0,0,clean,Python,2018-2020,1.0,,14.0,0.0,1.5,0
numba/numba,6510503bf49a2d5b6dac48ee999b05c45ba07f42,6510503bf4,Stencil output allocated with np.empty now and code to initialize each dimension's borders is dynamically generated.,other,Python,Todd A. Anderson,2020-11-16 16:10:45-08:00,16,0,0,0,133,3,1,0,1,19.0,0,clean,Python,2018-2020,1.0,,33.25,0.0,9.5,0
numba/numba,007c1b2e1518b54ec30820e81df603ae45388592,007c1b2e15,Improve the error message for unsupported Buffer in Buffer situation.  As title.  xref: #6473,other,Python,Stuart Archibald,2020-11-16 20:16:39+00:00,20,0,0,0,23,1,2,1,3,2.67,0,clean,Python,2018-2020,1.0,,11.5,0.33,0.89,0
numba/numba,b2f68ba1c12df26ed1312f9bd9448446083261b1,b2f68ba1c1,Respond to feedback.  As title.,other,Unknown,Stuart Archibald,2020-11-16 20:31:34+00:00,20,0,0,0,4,5,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.67,0.0,0.0,0
numba/numba,a34e5cc0dc6f55f7f940c0f2d9c5c812c2c3a957,a34e5cc0dc,Don't use none in slices when we're accessing only a part of that dimension.  Use 0 or the known array dimension instead.,other,Python,Todd A. Anderson,2020-11-17 10:40:37-08:00,10,1,0,0,9,4,1,0,1,19.0,0,clean,Python,2018-2020,1.0,,1.8,0.0,9.5,0
numba/numba,a618a68f721eaf1c692fe51be921c811cdf5d713,a618a68f72,Update numba/np/arrayobj.py  Co-authored-by: stuartarchibald <stuartarchibald@users.noreply.github.com>,other,Python,Guilherme Leobas,2020-11-17 11:49:17-03:00,11,1,0,0,1,1,1,0,2,1.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.5,0
numba/numba,ea41852a86184d380fda4f0a0a5d0e5255ae043b,ea41852a86,Update numba/np/arrayobj.py  Co-authored-by: stuartarchibald <stuartarchibald@users.noreply.github.com>,other,Python,Guilherme Leobas,2020-11-17 11:49:38-03:00,11,1,0,0,1,1,1,0,2,1.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.5,0
numba/numba,39d8cdc8a41a34dbcb92c5efc82dcdb0fec694b4,39d8cdc8a4,Update numba/core/typing/arraydecl.py  Co-authored-by: stuartarchibald <stuartarchibald@users.noreply.github.com>,other,Python,Guilherme Leobas,2020-11-17 11:49:49-03:00,11,1,0,0,1,1,1,0,1,17.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,8.5,0
numba/numba,fb465a8601bc4d45fce99227353c395b47e58ca1,fb465a8601,Update setup.py  Co-authored-by: stuartarchibald <stuartarchibald@users.noreply.github.com>,other,Python,Siu Kwan Lam,2020-11-17 13:44:35-06:00,13,1,0,0,2,1,1,0,1,3.0,0,clean,Python,2018-2020,1.0,,1.0,0.0,1.5,0
numba/numba,9d6877a25593cc7275d5c53a347f11860036618d,9d6877a255,Add test that shows typeguard is working as expected,feature,Python,Siu Kwan Lam,2020-11-17 14:21:49-06:00,14,1,0,0,38,0,2,1,6,1.0,0,clean,Python,2018-2020,1.0,,38.0,0.33,0.33,0
numba/numba,76afa21b0b48911199536143d8e41229e9f8f8af,76afa21b0b,Update changelog,other,Unknown,Siu Kwan Lam,2020-11-17 14:42:07-06:00,14,1,0,0,2,0,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,2.0,0.0,0.0,0
numba/numba,a7f5d60ba8a75f046e821146d385f88b7aad3dbc,a7f5d60ba8,add tests for casting,feature,Python,Guilherme Leobas,2020-11-17 14:50:39-03:00,14,1,0,0,9,0,1,1,2,1.5,0,clean,Python,2018-2020,1.0,,9.0,0.5,0.75,0
numba/numba,3ff6c2804ebb904fd9d0dd8afac102c7f3ff410f,3ff6c2804e,Clarify some wording describing Numba's synchronization behavior,other,Unknown,Graham Markall,2020-11-17 15:06:58+00:00,15,1,0,0,11,9,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,1.1,0.0,0.0,0
numba/numba,32099f1d557adee15b84c810a0dabe64d5090016,32099f1d55,"Avoid calling as_cuda_array for Numba device arrays when launching (g)ufuncs  Calling as_cuda_array() on a device array results it being exported and re-imported. If the device array has a stream, the",bugfix,Python,Graham Markall,2020-11-17 15:16:56+00:00,15,1,0,0,15,1,1,0,1,2.0,0,clean,Python,2018-2020,1.0,,7.5,0.0,1.0,0
numba/numba,ad99e5b10d0592c6da660b4f7ce923a89e2c1a92,ad99e5b10d,"Add tests of CAI sync / stream behaviour, address one issue  Kernel launches were synchronizing everything twice because typing calls as_cuda_array, as well as _Kernel._prepare_args later on. To avoid",feature,Python,Graham Markall,2020-11-17 15:26:18+00:00,15,1,0,0,155,2,2,1,16,1.12,0,clean,Python,2018-2020,1.0,,51.67,0.33,0.37,0
numba/numba,5c13e08b3c7f1a8aaa2cec8cfa7ec77601403e21,5c13e08b3c,"CUDA Array Interface docs: correct minor typo  A small change, but having a typo in the first sentence of a section is very annoying.",docs,Unknown,Graham Markall,2020-11-17 15:41:05+00:00,15,1,0,0,1,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.0,0
numba/numba,351ff7e9d8ad083ffbf64ca512dad33b6b9aef05,351ff7e9d8,Undo a strange formatting change,other,Unknown,Graham Markall,2020-11-17 15:48:45+00:00,15,1,0,0,3,3,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.75,0.0,0.0,0
numba/numba,1fe2aead4d1ffeb995f73bfcd5d4e7b0a7e39aa4,1fe2aead4d,Add docs about type annotation and runtime type checking,feature,Unknown,Siu Kwan Lam,2020-11-17 17:54:54-06:00,17,1,0,0,27,0,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,27.0,0.0,0.0,0
numba/numba,24cb5b51c9dcfa53ec63560e243c4f0ed262fb3f,24cb5b51c9,Fix typo in literal list docs.  As title.,bugfix,Unknown,Stuart Archibald,2020-11-17 19:43:43+00:00,19,1,0,0,1,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.0,0
numba/numba,d68d688a7c4fb1efb14e92cb37524e022f796cdc,d68d688a7c,Apply suggestions from code review,other,Python,stuartarchibald,2020-11-17 19:51:41+00:00,19,1,0,0,2,2,2,1,2,3.5,0,clean,Python,2018-2020,1.0,,0.67,0.33,1.17,0
numba/numba,134ef407a221edd756178be1ae8b64d6bb872a54,134ef407a2,"flake8 cleanup, add docs for atomic exch",feature,Python,Michael Collison,2020-11-18 00:11:14-07:00,0,2,0,1,85,101,8,1,21,1.43,0,clean,Python,2018-2020,1.0,,0.83,0.11,0.16,0
numba/numba,c36fde4abc688e56252990bbdab0221b73ce5630,c36fde4abc,Update bug and feature request templates.  Wording changes to try and push general questions onto discourse and keep github issues/PRs for development. This makes bug and feature request text point to,bugfix,Unknown,Stuart Archibald,2020-11-18 10:26:15+00:00,10,2,0,0,7,5,3,0,0,0.0,0,clean,Python,2018-2020,1.0,,1.17,0.0,0.0,0
numba/numba,c654372a4f0dfe6c197600582e940e2d7549039b,c654372a4f,Add doc entry on Numba's limited resources and how to help.  As title. This with view of providing concrete ways for contributors to move their issues/PRs up the priority queue.,feature,Unknown,Stuart Archibald,2020-11-18 11:03:21+00:00,11,2,0,0,21,0,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,21.0,0.0,0.0,0
numba/numba,0152a54d2fc138fe1d72f4774d66ac7c2f4dad08,0152a54d2f,Add CODEOWNERS file.  As title.,feature,Unknown,Stuart Archibald,2020-11-18 11:54:50+00:00,11,2,0,0,98,0,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,98.0,0.0,0.0,0
numba/numba,5d72107c821840bca0650eb645162ebdb10a0d18,5d72107c82,Add test to ensure Numba imports without warnings.  With view of catching issues like that fixed in #6486 as the entire code base is not yet run under flake8.  Also fixes this test module and makes it,bugfix,Python,Stuart Archibald,2020-11-18 12:22:59+00:00,12,2,0,0,35,20,2,1,3,2.33,0,clean,Python,2018-2020,1.0,,1.67,0.33,0.78,0
numba/numba,49f3d755a5d555f1ad5d5fa16df7fb3bad1ffdfc,49f3d755a5,Apply suggestions from code review  Co-authored-by: Graham Markall <535640+gmarkall@users.noreply.github.com>,other,Unknown,stuartarchibald,2020-11-18 12:30:42+00:00,12,2,0,0,2,2,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.67,0.0,0.0,0
numba/numba,f271a52eeae0adf581b4836730d71f9434e1e237,f271a52eea,CUDA Array Interface: Add example using Numba  This example demonstrates launching on a different stream to the default and ensuring correctness when passing the array to another library to consume.,feature,Unknown,Graham Markall,2020-11-18 16:54:15+00:00,16,2,0,0,74,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,37.0,0.0,0.0,0
numba/numba,35ce74da2e1942b230aa5465fc620a2bb446b1cd,35ce74da2e,Defer requirements to setup.py as suggested by https://caremad.io/posts/2013/07/setup-vs-requirement/ which is linked from https://pip.pypa.io/en/stable/user_guide/,other,Unknown,Siu Kwan Lam,2020-11-19 13:54:19-06:00,13,3,0,0,1,4,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.2,0.0,0.0,0
numba/numba,9e82c76a4231145375fc5d385e7d1a7c34e413b2,9e82c76a42,Add documentation comments to _dispatcher.cpp,bugfix,C++,Graham Markall,2020-11-19 15:30:57+00:00,15,3,0,0,41,4,1,0,1,21.0,0,clean,Python,2018-2020,1.0,,8.2,0.0,10.5,0
numba/numba,b0070570044127970a6642c703a35069b636f331,b007057004,external memory allocator support,other,C,Todd A. Anderson,2020-11-19 17:06:43-06:00,17,3,0,0,162,33,9,0,29,2.79,0,clean,Python,2018-2020,1.0,,4.76,0.0,0.28,0
numba/numba,036b099506403457b4900b37f215c09816c66dce,036b099506,Update numba/cuda/cudadrv/driver.py  Co-authored-by: stuartarchibald <stuartarchibald@users.noreply.github.com>,other,Python,Graham Markall,2020-11-19 17:21:40+00:00,17,3,0,0,1,1,1,0,1,1.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.5,0
numba/numba,cf96948af5772b0cbf66f8dbfa08df484eb5d587,cf96948af5,Update numba/_dispatcher.cpp  Co-authored-by: stuartarchibald <stuartarchibald@users.noreply.github.com>,bugfix,C++,Graham Markall,2020-11-19 17:27:43+00:00,17,3,0,0,1,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.0,0
numba/numba,30193de274b92b2601a21a9c6eb64c383dabca08,30193de274,"Refactor unit tests, use intrinsics for 32-bit inc/dec, no fp support for exch",refactor,Python,Michael Collison,2020-11-20 12:29:23-07:00,12,4,0,0,201,199,5,1,59,1.1,0,clean,Python,2018-2020,1.0,,1.0,0.17,0.18,0
numba/numba,89091191923e00c00eb68c358a56fa626efef7cf,8909119192,Allow looking up globals by name,other,Python,Siu Kwan Lam,2020-11-20 14:27:19-06:00,14,4,0,0,21,6,2,1,5,4.8,0,clean,Python,2018-2020,1.0,,3.0,0.33,1.6,0
numba/numba,af03b54339adc6f2ca43610d34c00e6d4e94f989,af03b54339,Make CUDA devarray assignment synchronous where necessary  Fixes #6505.,bugfix,Python,Graham Markall,2020-11-20 18:18:04+00:00,18,4,0,0,61,2,2,1,5,2.8,0,clean,Python,2018-2020,1.0,,20.33,0.33,0.93,0
numba/numba,1a75ef2d41b64c3eb23cdd8ef108fb4ae3b6b562,1a75ef2d41,Add test for Issue #6505  This presently has to be skipped because it depends on functionality in PR #6367 (Support views on pinned / mapped arrays).,feature,Python,Graham Markall,2020-11-20 18:25:17+00:00,18,4,0,0,13,0,1,1,1,1.0,0,clean,Python,2018-2020,1.0,,13.0,0.5,0.5,0
numba/numba,50cc29a851a3160dea82e0dc7e784c851255ceac,50cc29a851,Fix flake8,bugfix,Python,Graham Markall,2020-11-23 09:26:43+00:00,9,0,0,0,5,5,2,1,3,1.67,0,clean,Python,2018-2020,1.0,,0.83,0.33,0.56,0
numba/numba,8d94a12cd2c1bc2ffed30a26f96beed89d2d4fd3,8d94a12cd2,Update type annotation contacts.  As title.,other,Unknown,Stuart Archibald,2020-11-23 09:54:04+00:00,9,0,0,0,1,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.0,0
numba/numba,bf52b7e587462948672624d83ae3c63d51b094ce,bf52b7e587,Remove unnecessary comment,other,Python,Michael Collison,2020-11-23 10:26:55-07:00,10,0,0,0,0,1,1,0,1,1.0,0,clean,Python,2018-2020,1.0,,0.0,0.0,0.5,0
numba/numba,7fd0d3af16d15aebeb162aaf4791a705298f0223,7fd0d3af16,Apply suggestions from code review  Co-authored-by: stuartarchibald <stuartarchibald@users.noreply.github.com>,other,Python,Siu Kwan Lam,2020-11-24 09:49:26-06:00,9,1,0,0,11,8,2,1,0,0.0,0,clean,Python,2018-2020,1.0,,1.22,0.33,0.0,0
numba/numba,49f80ee6219bb14759152c2b4483f6e7a2233337,49f80ee621,Add typeguard to docs about optional dependency,feature,Unknown,Siu Kwan Lam,2020-11-24 11:39:35-06:00,11,1,0,0,2,0,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,2.0,0.0,0.0,0
numba/numba,0c016ec3b2f03b686277185302ea5b2b1159c967,0c016ec3b2,Flake8,other,Python,Siu Kwan Lam,2020-11-24 11:39:58-06:00,11,1,0,0,1,0,1,1,0,0.0,0,clean,Python,2018-2020,1.0,,1.0,0.5,0.0,0
numba/numba,713284c7035b1d4467f14ec1c22a1bd2fb5d77c2,713284c703,Use np.empty for non-parfor stencil array output allocation and embed border initialization code.,other,Python,Todd A. Anderson,2020-11-24 15:20:07-08:00,15,1,0,0,11,4,1,0,1,39.0,0,clean,Python,2018-2020,1.0,,2.2,0.0,19.5,0
numba/numba,bf1cce5ad4a99859aa03ade6806bd2de46e002f2,bf1cce5ad4,"Simply cas lowering, remove unused function, utilize @skip_on_cudasim to skipping tests",test,Python,Michael Collison,2020-11-24 16:45:24-07:00,16,1,0,0,28,54,2,1,21,1.05,0,clean,Python,2018-2020,1.0,,0.51,0.33,0.35,0
numba/numba,31fc45438ed23f7f6d94cf968bdd379ea9edad95,31fc45438e,Fix line length,bugfix,Python,Michael Collison,2020-11-24 16:51:53-07:00,16,1,0,0,3,1,1,0,1,2.0,0,clean,Python,2018-2020,1.0,,1.5,0.0,1.0,0
numba/numba,c6b3404e4aef55f05214cab5247fba5ba75eeb53,c6b3404e4a,"Move ""var_rename_map"" to metadata[""parfors""] (requested by review)",refactor,Python,Ehsan Totoni,2020-11-24 16:54:21-05:00,16,1,0,0,10,6,2,0,5,7.2,0,clean,Python,2018-2020,1.0,,1.43,0.0,2.4,0
numba/numba,585349023fa7f1e9c8eb24e8b4f9537ca6296fc9,585349023f,Edit commentary on RNG example based on PR feedback,other,Unknown,Graham Markall,2020-11-24 22:47:14+00:00,22,1,0,1,11,11,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.92,0.0,0.0,0
numba/numba,d6ee25da26b82d4a72bd575063c52fe09f06ca93,d6ee25da26,Give the c_api capsule an appropriate name,other,C++,Graham Markall,2020-11-24 23:07:14+00:00,23,1,0,1,2,2,2,0,2,5.5,0,clean,Python,2018-2020,1.0,,0.67,0.0,1.83,0
numba/numba,0620751e3c1e3597d1ce73fa71f98d6513892510,0620751e3c,Fix RTD build by using conda.  As title.,bugfix,Unknown,Stuart Archibald,2020-11-25 09:14:21+00:00,9,2,0,0,16,2,2,0,0,0.0,0,clean,Python,2018-2020,1.0,,5.33,0.0,0.0,0
numba/numba,309ebea8825e29c559b6eca46400c9d3dfbe97e5,309ebea882,Edits in response to PR feedback,other,Python,Graham Markall,2020-11-25 10:36:39+00:00,10,2,0,0,2,2,1,1,2,1.5,0,clean,Python,2018-2020,1.0,,0.67,0.5,0.75,0
numba/numba,ba7b97d39c891e5f9ad9cdaf0c87040d58486f91,ba7b97d39c,Fix docstrings in response to feedback,bugfix,Python,Graham Markall,2020-11-25 10:52:09+00:00,10,2,0,0,6,2,1,0,2,2.5,0,clean,Python,2018-2020,1.0,,2.0,0.0,1.25,0
numba/numba,31a3aa267ebfe3d49bdc21648350db631f643b0e,31a3aa267e,Add test of getting registers per thread for all definitions,feature,Python,Graham Markall,2020-11-25 10:52:34+00:00,10,2,0,0,12,0,1,1,1,2.0,0,clean,Python,2018-2020,1.0,,12.0,0.5,1.0,0
numba/numba,b72132421ca5bdac4c6dec52a237b81389d99c14,b72132421c,Resolve line length too long,other,Python,Michael Collison,2020-11-25 11:08:19-07:00,11,2,0,0,2,1,1,1,0,0.0,0,clean,Python,2018-2020,1.0,,1.0,0.5,0.0,0
