repo,commit_sha_full,commit_sha,commit_message,commit_type,language,author,committed_at,commit_hour,day_of_week,is_weekend,is_night_commit,lines_added,lines_deleted,files_changed,test_files_changed,num_methods,avg_complexity,is_buggy,label_source,language_group,time_period,confidence,linked_issue,churn_ratio,test_ratio,complexity_per_file,prior_bugs_author
mwaskom/seaborn,4fe84d4ff25276f0ef4ea2a18d0a31741547cb0f,4fe84d4ff2,"Assorted fixes for small problems (#2382)  * Fix color_palette docstring (fixes #2372)  * Disable jitter in dotplot example (fixes #2366)  * Raise early in jointplot when selected kind does not su",bugfix,Python,Michael Waskom,2020-12-12 18:42:14-05:00,18,5,1,0,83,24,8,1,11,15.27,0,clean,Python,2018-2020,1.0,,3.32,0.11,1.7,3
scipy/scipy,6148b7c8efa685d114fad5b563e3235279d133a6,6148b7c8ef,"ENH: stats: Add crosstab function. (#11352)  * ENH: stats: Add crosstab function.  crosstab creates a contingency table from a set of input sequences.  In effect, it counts the occurrences of the ",bugfix,Python,Warren Weckesser,2020-12-12 21:11:44-05:00,21,5,1,0,264,2,4,1,6,2.83,1,keyword_strict,Python,2018-2020,0.4,,88.0,0.2,0.57,0
scipy/scipy,d64d19ddb85571bc33f18b0f180053ee7769a4b4,d64d19ddb8,"MAINT: reorganize shared linear assignment tests  As noted by @rgommers in https://github.com/scipy/scipy/pull/12541, `scipy.optimize` already depends on `scipy.sparse.csgraph` through `scipy.sparse`,",feature,Python,Søren Fuglede Jørgensen,2020-12-13 08:43:00+01:00,8,6,1,0,111,100,3,3,6,2.33,0,clean,Python,2018-2020,1.0,,1.1,0.75,0.58,0
scipy/scipy,5acde3984c7d9ab55e88c2a6cca12bbaf98a448a,5acde3984c,MAINT: stats: A few tweaks to binomtest and related code.  * Add `versionadded` markup to the Notes section of `binomtest`. * Bump removal version of `binom_test`. * Copyedit `_validate_int` docstring,feature,Python,Warren Weckesser,2020-12-13 09:31:51-05:00,9,6,1,0,6,2,3,1,2,6.0,0,clean,Python,2018-2020,1.0,,2.0,0.25,1.5,1
numpy/numpy,d2c04e72630b167987368c32d33460baf91e4cdc,d2c04e7263,[DOC] Replace verbatim to reference to local parameter  The rest of the docstring and other function tend to have this convention and sphinx – as well as other tools – will be able to infer this actua,docs,Python,Matthias Bussonnier,2020-12-13 11:17:41-08:00,11,6,1,0,1,1,1,0,1,11.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,5.5,1
scipy/scipy,7e64ca02e3e6ac1fd6f48eb7c4b00ca5f917ca09,7e64ca02e3,TST: stats: Simplify a test of zmap.,test,Python,Warren Weckesser,2020-12-13 11:30:24-05:00,11,6,1,0,7,9,1,1,2,1.0,0,clean,Python,2018-2020,1.0,,0.7,0.5,0.5,1
scipy/scipy,37b7e0081157433f10e9310985c95bd57289f15a,37b7e00811,TST: stats: break up and mark slow tests (#13216),test,Python,Matt Haberland,2020-12-13 11:49:57+01:00,11,6,1,0,46,28,4,4,5,1.6,0,clean,Python,2018-2020,1.0,,1.59,0.8,0.32,1
scipy/scipy,c88177cd5e43117628a440f33ccabc7efd35beac,c88177cd5e,MAINT: stats: 'doc-deprecate' binom_test instead of full deprecation.,test,Python,Warren Weckesser,2020-12-13 15:08:09-05:00,15,6,1,0,61,87,3,2,9,3.22,0,clean,Python,2018-2020,1.0,,0.69,0.5,0.8,1
numpy/numpy,fe582b6e6ef21706ee00fcdad5b97c4430a4616d,fe582b6e6e,"[DOC] np.kron use double backticks for non-refs  Some part of the docstring were between simple backticks which are therefore marked as cross-reference, while I belive the intended role is likely verb",docs,Python,Matthias Bussonnier,2020-12-13 16:51:40-08:00,16,6,1,0,2,2,1,0,1,10.0,0,clean,Python,2018-2020,1.0,,0.67,0.0,5.0,1
numpy/numpy,8e956b4f613d1a7332f0a07f53afe0855ca59f83,8e956b4f61,DOC: Rename basics to fundamentals + added description (#17889),feature,Unknown,Ryan C Cooper,2020-12-13 20:38:52+01:00,20,6,1,0,9,5,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,1.5,0.0,0.0,0
numpy/numpy,0985a73ffa4090b862829b92bf9df09bb2783efc,0985a73ffa,"ENH, SIMD: Ditching the old CPU dispatcher(Arithmetic)     The first patch in a series of pull-requests aims to facilitate the migration    process to our new SIMD interface(NPYV).     It is basically",bugfix,Python,Sayed Adel,2020-12-14 04:25:44+02:00,4,0,0,1,1192,967,10,0,5,7.6,0,clean,Python,2018-2020,1.0,,1.23,0.0,0.69,0
numpy/numpy,37db023706843afdd887f7dd22a38a30196ffea6,37db023706,MAINT: Bump pytest from 6.0.2 to 6.2.0  Bumps [pytest](https://github.com/pytest-dev/pytest) from 6.0.2 to 6.2.0. - [Release notes](https://github.com/pytest-dev/pytest/releases) - [Changelog](https:/,test,Unknown,dependabot-preview[bot],2020-12-14 07:52:54+00:00,7,0,0,0,1,1,1,1,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.5,0.0,0
numpy/numpy,adc7e31ef831020e158f26efeab647bb27d3f6a3,adc7e31ef8,MAINT: Update wheel requirement from <=0.35.1 to <0.36.3  Updates the requirements on [wheel](https://github.com/pypa/wheel) to permit the latest version. - [Release notes](https://github.com/pypa/whe,feature,Unknown,dependabot-preview[bot],2020-12-14 07:53:31+00:00,7,0,0,0,1,1,1,1,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.5,0.0,0
numpy/numpy,c32f60e38376e438e1d357d03c5699f4fe9c6649,c32f60e383,Optimize the performance of einsum's submodule dot,other,Unknown,Qiyu8,2020-12-14 10:16:58+08:00,10,0,0,0,49,141,2,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.35,0.0,0.0,0
numpy/numpy,77e4bf6acc5346266d66c815d7a94d30507e4e48,77e4bf6acc,Replace Numpy with NumPy,other,Unknown,Stefan van der Walt,2020-12-14 10:32:42-08:00,10,0,0,0,39,39,6,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.98,0.0,0.0,0
numpy/numpy,350670fd661bba7f8cf8baf436f07b3a284b85be,350670fd66,remove force avx2,other,Unknown,Qiyu8,2020-12-14 11:00:09+08:00,11,0,0,0,1,5,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.17,0.0,0.0,0
numpy/numpy,bdb67012974c6da18fb00066e81ff903265b95fb,bdb6701297,TST: ignore pytest warning,test,Unknown,mattip,2020-12-14 11:42:24+02:00,11,0,0,0,2,1,1,1,0,0.0,0,clean,Python,2018-2020,1.0,,1.0,0.5,0.0,0
scipy/scipy,a08a3e38bbfe6718283d0bfe4f6092201617fba3,a08a3e38bb,"BUG: stats: fix wrong shape output of _stats method for burr and fisk distributions (#13238)  As described in gh-13234, 'burr' and 'fisk' distributions returned a bad shaped array when scalar argument",bugfix,Python,Tirth Patel,2020-12-14 13:01:00-05:00,13,0,0,0,10,0,2,1,2,1.5,1,keyword_strict,Python,2018-2020,0.4,,10.0,0.33,0.5,0
numpy/numpy,e7709ea4ce04299829e3ce6fc28570f248c66fa0,e7709ea4ce,MAINT: Bump hypothesis from 5.41.5 to 5.43.3  Bumps [hypothesis](https://github.com/HypothesisWorks/hypothesis) from 5.41.5 to 5.43.3. - [Release notes](https://github.com/HypothesisWorks/hypothesis/r,other,Unknown,dependabot-preview[bot],2020-12-14 15:20:18+00:00,15,0,0,0,1,1,1,1,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.5,0.0,0
numpy/numpy,3768b8ad352a5595073d1bdb04ea3523affb5732,3768b8ad35,get rid of memcpy.,other,C,Qiyu8,2020-12-14 15:56:06+08:00,15,0,0,0,21,5,1,0,2,26.0,0,clean,Python,2018-2020,1.0,,3.5,0.0,13.0,0
numpy/numpy,ae96df4f897ed07e4190070b8757488b05b1b0df,ae96df4f89,use max value to detect deviation,other,Python,Qiyu8,2020-12-14 16:20:38+08:00,16,0,0,0,10,12,6,1,6,1.17,0,clean,Python,2018-2020,1.0,,0.77,0.14,0.17,0
numpy/numpy,30c01122d2631269fa28f057f6723168b64ca783,30c01122d2,add highest gcc optimization level.,feature,Unknown,Qiyu8,2020-12-14 16:29:11+08:00,16,0,0,0,1,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.0,0
scipy/scipy,60de19a08856331d05a63f24b11b60f43014dd0f,60de19a088,TST: _lib: More unit tests for _validate_int.,test,Python,Warren Weckesser,2020-12-14 18:59:02-05:00,18,0,0,0,7,4,1,1,4,1.0,0,clean,Python,2018-2020,1.0,,1.4,0.5,0.5,1
scipy/scipy,04b48ecb57e580304a106c111eccedbfc83dc1bc,04b48ecb57,"MAINT: add tests of trivial cost matrices for linear sum assignment  Similar tests used to be part of the general test that the method finds the expected results, but as pointed out by @rgommers in ht",feature,Python,Søren Fuglede Jørgensen,2020-12-14 19:50:19+01:00,19,0,0,0,8,0,1,1,1,1.0,0,clean,Python,2018-2020,1.0,,8.0,0.5,0.5,0
numpy/numpy,a08acd460fbe133b316b5e963a54dfa8208c036e,a08acd460f,add ARMV7 macro define header in order to prevent bus error.,feature,C,Qiyu8,2020-12-15 09:49:19+08:00,9,1,0,0,9,1,2,0,1,29.0,0,clean,Python,2018-2020,1.0,,4.5,0.0,9.67,0
numpy/numpy,1342aaa49d9544029f1ff1e56b404adfa1bef468,1342aaa49d,"DOC: Add more information about poly1d -> polynomial to reference guide (#16164)  * Added internal link to polynomial package.  Also uncapitalized Polynomial, to mitigate potential confusion of the ",bugfix,Unknown,Ross Barnowski,2020-12-15 11:09:44-07:00,11,1,0,0,154,10,1,0,0,0.0,1,keyword_strict,Python,2018-2020,0.4,,14.0,0.0,0.0,0
numpy/numpy,7628292e005fd3d6faf1b77434d2224921d49ad8,7628292e00,"DOC: Warn when reloading numpy or using numpy in sub-interpreter  This adds a warning when the main NumPy module is reloaded with the assumption that in this case objects such as `np.matrix`, `np._NoV",feature,Python,Sebastian Berg,2020-12-15 12:39:47-06:00,12,1,0,0,53,5,3,1,2,1.0,0,clean,Python,2018-2020,1.0,,8.83,0.25,0.25,0
numpy/numpy,a209ef9e4e3265efa3ba1c0f090c501fce82845a,a209ef9e4e,Unified code style.,other,C,Qiyu8,2020-12-15 16:14:18+08:00,16,1,0,0,3,3,1,0,1,3.0,0,clean,Python,2018-2020,1.0,,0.75,0.0,1.5,0
scipy/scipy,8a68767f63a22b85c0a8ba895a0a8de5b29f5b08,8a68767f63,ENH: linalg: Add LAPACK wrapper for tgexc.,feature,Python,Sven Baars,2020-12-15 18:48:52+01:00,18,1,0,0,103,0,3,1,1,3.0,0,clean,Python,2018-2020,1.0,,103.0,0.25,0.75,0
scipy/scipy,ab86c93faa171245fe82d72cb42c30978f7f807e,ab86c93faa,BUG: fix cval handling for complex inputs in ndimage.interpolation,bugfix,Python,Gregory Lee,2020-12-15 18:51:25-05:00,18,1,0,0,25,15,1,0,5,13.2,0,clean,Python,2018-2020,1.0,,1.56,0.0,6.6,0
scipy/scipy,36a49d780e01ee7114c9472a87049a4da4437357,36a49d780e,TST: test cval handling in ndimage.interpolation with complex inputs,test,Python,Gregory Lee,2020-12-15 18:52:11-05:00,18,1,0,0,20,0,1,1,1,2.0,0,clean,Python,2018-2020,1.0,,20.0,0.5,1.0,0
scipy/scipy,fe7d609e3d2c63256432dd1346db5d833a5cef83,fe7d609e3d,BUG: fix cval handling for complex inputs in ndimage.filters,bugfix,Python,Gregory Lee,2020-12-15 19:52:41-05:00,19,1,0,0,24,15,1,0,5,7.8,0,clean,Python,2018-2020,1.0,,1.5,0.0,3.9,0
scipy/scipy,84d9d2a1e476db4c76043256495f243c0613c2f5,84d9d2a1e4,BUG: avoid segfault if mode='grid-constant' is passed to ndimage.filter functions,bugfix,C,Gregory Lee,2020-12-15 19:52:46-05:00,19,1,0,0,2,0,1,0,2,45.5,0,clean,Python,2018-2020,1.0,,2.0,0.0,22.75,0
scipy/scipy,58e926d0f357c0d40f251c1713077b86a8e0b8e5,58e926d0f3,TST: test correlate and convolve functions with complex cval,test,Python,Gregory Lee,2020-12-15 19:52:52-05:00,19,1,0,0,101,16,1,1,10,2.9,0,clean,Python,2018-2020,1.0,,5.94,0.5,1.45,0
scipy/scipy,7593d6b6e51d482b94687d79b79befb2d953fd3d,7593d6b6e5,fix copy/paste error in test name,bugfix,Python,Gregory Lee,2020-12-15 20:11:20-05:00,20,1,0,0,2,2,1,1,2,1.0,0,clean,Python,2018-2020,1.0,,0.67,0.5,0.5,0
numpy/numpy,b5c5ad8e542413d1273c5a27fe14f439cabe869c,b5c5ad8e54,add strong alignment definition.which can be used in other areas.,feature,C,Qiyu8,2020-12-16 09:54:05+08:00,9,2,0,0,9,9,3,0,1,29.0,0,clean,Python,2018-2020,1.0,,0.9,0.0,7.25,0
numpy/numpy,3fc052fc6e64c6306974d4606551cc9b4711039f,3fc052fc6e,"DOC: Fix and extend the docstring for np.inner (#18002)  * DOC: fix the docstring for np.inner  * DOC: extend the docstring for np.inner and add an example  * DOC: update numpy/core/multiarray.py",bugfix,Python,Michal W. Tarnowski,2020-12-16 10:39:31+02:00,10,2,0,0,21,6,1,0,1,1.0,1,keyword_strict,Python,2018-2020,0.4,,3.0,0.0,0.5,0
numpy/numpy,e826c1f2616c72b023145fb4842bfbd1b60ddb3f,e826c1f261,add NPY_GCC_OPT_3 to all count_zero functions.,feature,C,Qiyu8,2020-12-16 11:40:44+08:00,11,2,0,0,3,3,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.75,0.0,0.0,0
scipy/scipy,463f8a427b0ec04805be5665a533590fef1c1385,463f8a427b,"BUG,MAINT: Ensure all Pool objects are closed by with statements (#13253)",bugfix,Python,peterbell10,2020-12-16 12:43:32-05:00,12,2,0,0,5,12,4,2,4,12.5,1,keyword_strict,Python,2018-2020,0.4,,0.38,0.4,2.5,0
numpy/numpy,768e9e0a3cbe5febf5d7e031d5164b257add6237,768e9e0a3c,DOC: fix for doctests,bugfix,Unknown,mattip,2020-12-16 13:13:43+02:00,13,2,0,0,4,4,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.8,0.0,0.0,0
numpy/numpy,6658f0f179ca22526631735194faa5d2c5559bf8,6658f0f179,DOC: Add a brief explanation of float printing  Also link to the overflow docs here.,feature,Unknown,Eric Wieser,2020-12-16 14:19:55+00:00,14,2,0,0,26,0,2,0,0,0.0,0,clean,Python,2018-2020,1.0,,26.0,0.0,0.0,0
numpy/numpy,0a562f37b849d945b99ee2a212b53901601ae9af,0a562f37b8,Update doc/source/reference/arrays.scalars.rst,docs,Unknown,Eric Wieser,2020-12-16 14:24:34+00:00,14,2,0,0,1,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.0,0
numpy/numpy,b156231e40e280658dd1d6582d1d9734e0f56b09,b156231e40,add benchmark test case for little order.,feature,Python,Qiyu8,2020-12-16 16:23:54+08:00,16,2,0,0,5,1,2,0,2,15.0,0,clean,Python,2018-2020,1.0,,2.5,0.0,5.0,0
numpy/numpy,13da291b95fd8a0aad99b1d8ec45a2107526c2e4,13da291b95,Remove spaces around **,other,Unknown,Rin Arakaki,2020-12-16 16:36:14+09:00,16,2,0,0,6,6,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.86,0.0,0.0,0
numpy/numpy,4a09b2fe9bc32b33f5411ced65cbec2389e2167f,4a09b2fe9b,only the last accumulation into the 2**32-bit counters needs this adjustment to avoid overflow.,other,C,Qiyu8,2020-12-16 17:30:19+08:00,17,2,0,0,10,9,1,0,3,3.0,0,clean,Python,2018-2020,1.0,,1.0,0.0,1.5,0
scipy/scipy,bfeeab0845abc732ec328ea8d562a3d9ab063390,bfeeab0845,DOC: optimize: add Linear sum assignment problem example tutorial.,feature,Unknown,Atsushi Sakai,2020-12-16 21:36:53+09:00,21,2,0,0,57,0,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,57.0,0.0,0.0,0
scipy/scipy,b7fb78f2cbb5214cb4feb20c4926818e3205573c,b7fb78f2cb,BUG:linalg: Fix heevx wrappers and add new tests,bugfix,Python,Ilhan Polat,2020-12-16 23:53:24+01:00,23,2,0,1,25,22,2,1,2,1.0,0,clean,Python,2018-2020,1.0,,1.09,0.33,0.33,0
numpy/numpy,1d06fcb709c4819cda0321cfd2a0c5935b340f82,1d06fcb709,BLD: update to OpenBLAS 0.3.13,other,Python,mattip,2020-12-17 07:47:31+02:00,7,3,0,0,2,80,1,0,1,11.0,0,clean,Python,2018-2020,1.0,,0.02,0.0,5.5,0
mwaskom/seaborn,bcdac5411a1b71ff8d4a2fd12a937c129513e79e,bcdac5411a,"Add/restore functionality to long-form data processing (#2386)  * Add/restore functionality to long-form data processing  * Add tests for restored functionality  * Update release notes  * Requir",feature,Python,Michael Waskom,2020-12-17 08:05:30-05:00,8,3,0,0,65,18,3,1,4,5.0,0,clean,Python,2018-2020,1.0,,3.42,0.25,1.25,3
numpy/numpy,b80411d2eaf6eda8075764359ea32b59fcc6c468,b80411d2ea,Optimize the performance of einsum's submodule sum.,other,Unknown,Qiyu8,2020-12-17 14:53:43+08:00,14,3,0,0,78,426,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.18,0.0,0.0,0
numpy/numpy,f3608c32c2d225dfc0ee0107d6310e6f1caef75f,f3608c32c2,add NPY_GCC_OPT_3 option.,feature,Unknown,Qiyu8,2020-12-17 15:05:18+08:00,15,3,0,0,3,3,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.75,0.0,0.0,0
numpy/numpy,5109cbbfcbbc1f61607549484aaf10269b87a261,5109cbbfcb,DOC: random: add some examples for SeedSequence  Based on https://mail.python.org/pipermail/numpy-discussion/2020-December/081323.html,feature,Unknown,Evgeni Burovski,2020-12-17 18:36:52+03:00,18,3,0,0,38,0,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,38.0,0.0,0.0,0
numpy/numpy,c3ffcb33964a708ac8fa1c6ef48c2e7d056a686c,c3ffcb3396,add ascii art to demonstrate the process and fix the lane_max ranges,bugfix,C,Qiyu8,2020-12-17 19:59:30+08:00,19,3,0,0,26,13,1,0,7,2.86,0,clean,Python,2018-2020,1.0,,1.86,0.0,1.43,0
numpy/numpy,5b63f260933672b7182daf4fb15ffcd15bae68bf,5b63f26093,"DOC: Doc for deprecate_with_doc (#17852)  * Add doc for deprecate_with_doc  Co-authored-by: Bas van Beek <43369155+BvB93@users.noreply.github.com> Co-authored-by: Matti Picus <matti.picus@gmail.com",feature,Python,kumudlakara,2020-12-17 20:08:22+02:00,20,3,0,0,37,3,3,2,4,1.25,0,clean,Python,2018-2020,1.0,,9.25,0.5,0.31,0
numpy/numpy,1c0ea7369d908f6c740e6f5fe95e0534938d98d3,1c0ea7369d,add missing opt 3 flag.,feature,Unknown,Qiyu8,2020-12-18 11:42:10+08:00,11,4,0,0,1,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.0,0
numpy/numpy,087cb0015f3c474709720c07cd2fa0a3a4770988,087cb0015f,"DOC, MAINT: Minor fixes to refguide_check.py documentation.  [travis skip]",bugfix,Python,Charles Harris,2020-12-18 14:22:16-07:00,14,4,0,0,3,2,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,1.0,0.0,0.0,0
scipy/scipy,cc39471c1f794104a8f26c0686a9029d1ff3ae62,cc39471c1f,CI: fix macOS,bugfix,Unknown,Andrew Nelson,2020-12-18 16:54:22+11:00,16,4,0,0,34,50,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.67,0.0,0.0,0
scipy/scipy,27faacd7dcd136dc0697c40c5a277b31fc7028fb,27faacd7dc,CI: reactivate CI selectivity,other,Unknown,Andrew Nelson,2020-12-18 16:55:16+11:00,16,4,0,0,1,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.0,0
scipy/scipy,ed9b36645613abe71724c06ddf6122031af084c2,ed9b366456,CI: a few other packages,other,Unknown,Andrew Nelson,2020-12-18 16:59:09+11:00,16,4,0,0,7,3,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,1.75,0.0,0.0,0
scipy/scipy,09fc5ea3acb7842e661df103a209346d721e6865,09fc5ea3ac,"fix a minor typo in `stats.anderson` doc  At https://github.com/scipy/scipy/edit/master/scipy/stats/morestats.py#L1745 ""exponenential"" -> exponential  I also searched the repo and made sure that th",bugfix,Python,Falcon Dai,2020-12-18 19:29:04-08:00,19,4,0,0,1,1,1,0,1,6.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,3.0,0
numpy/numpy,7dce0ed00dd406d03705257514e6fac9fa4e25bb,7dce0ed00d,"DOC: Parameter name typo axes -> axis in numpy.fft._pocketfft.  The parameter name seem to have a typo in both those case and reference axis (and not axes), this is likely due to copy-past as some oth",feature,Python,Matthias Bussonnier,2020-12-18 19:56:37-08:00,19,4,0,0,5,5,1,0,5,2.0,0,clean,Python,2018-2020,1.0,,0.83,0.0,1.0,1
numpy/numpy,09cbb7495b92a37ddfb5e7d1bc2e9964bc6a0609,09cbb7495b,DOC: Fix a couple of reference to verbatim and vice versa  This update a coupe of references (single backticks) that actually are not to verbatim/code (double backticks); and a couple of verbatim to r,bugfix,Python,Matthias Bussonnier,2020-12-18 20:49:36-08:00,20,4,0,0,16,16,5,0,4,5.75,0,clean,Python,2018-2020,1.0,,0.94,0.0,0.96,1
scipy/scipy,523acbf456a0f0a5c0826b9a5cf0ba34521fac5f,523acbf456,DOC: optimize: improve statements based on review.  Co-authored-by: Matt Haberland <mhaberla@calpoly.edu>,docs,Unknown,Atsushi Sakai,2020-12-18 21:20:56+09:00,21,4,0,0,1,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.0,0
scipy/scipy,35bbf61eaeb80075d6a50b7b32be4d0a74698194,35bbf61eae,DOC: optimize: improve statements based on review.  Co-authored-by: Matt Haberland <mhaberla@calpoly.edu>,docs,Unknown,Atsushi Sakai,2020-12-18 21:24:00+09:00,21,4,0,0,1,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.0,0
scipy/scipy,e1ed4427eb283f706322a1e2a7726308dc676f21,e1ed4427eb,DOC: optimize: improve statements based on review.  Co-authored-by: Matt Haberland <mhaberla@calpoly.edu>,docs,Unknown,Atsushi Sakai,2020-12-18 21:24:16+09:00,21,4,0,0,1,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.0,0
scipy/scipy,fde717cc750a71c9d25e67e9909356755e896371,fde717cc75,DOC: optimize: add Assignment problems section.,feature,Unknown,Atsushi Sakai,2020-12-18 21:34:03+09:00,21,4,0,0,3,0,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,3.0,0.0,0.0,0
numpy/numpy,ab585e6f8b047a9ca54578eb93e241917227e985,ab585e6f8b,ENH: Added annotations for `np.core.arrayprint`,feature,Unknown,Bas van Beek,2020-12-19 03:58:41+01:00,3,5,1,1,160,9,2,0,0,0.0,0,clean,Python,2018-2020,1.0,,16.0,0.0,0.0,0
numpy/numpy,76336f1cddc0f62d4ad952785877cd2f4c413911,76336f1cdd,DOC: Clarify that `np.array2string` can only take an `ndarray`,docs,Python,Bas van Beek,2020-12-19 03:59:29+01:00,3,5,1,1,1,1,1,0,1,8.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,4.0,0
numpy/numpy,2717731451db52351f3dbf4814a1858a668744f0,2717731451,TST: Added typing tests for `np.core.arrayprint`,feature,Python,Bas van Beek,2020-12-19 03:59:34+01:00,3,5,1,1,69,0,3,0,0,0.0,0,clean,Python,2018-2020,1.0,,69.0,0.0,0.0,0
numpy/numpy,bfbe56caeb056456662309b33510f6b5531d3973,bfbe56caeb,MAINT: Fix typo SeepSequence,bugfix,Unknown,Charles Harris,2020-12-19 09:35:05-07:00,9,5,1,0,1,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.0,0
mwaskom/seaborn,9b57ca13b9681d3a8b2cf6f73d11b46bfb865919,9b57ca13b9,"Allow clustermap row/col colors to be categorical (#2389)  * Test for categorical row/col_colors input  * Allow categorical row/col_colors input  * Remove unreachable code  At this stage colors ",test,Python,Maoz Gelbart,2020-12-19 09:52:31-05:00,9,5,1,0,32,22,2,1,4,9.25,0,clean,Python,2018-2020,1.0,,1.39,0.33,3.08,1
numpy/numpy,dc3fe03617103814d56941b74f4ebbf9b33cf3b2,dc3fe03617,"BUG: make a variable volatile to work around clang compiler bug (#18030)  * BUG: make a variable volatile to work around clang compiler bug  * Adding comments for relevance  * TST: Adding test to ",bugfix,Python,Raghuveer Devulapalli,2020-12-19 09:53:09-06:00,9,5,1,0,15,2,2,1,1,2.0,1,keyword_strict,Python,2018-2020,0.4,,5.0,0.33,0.67,0
numpy/numpy,81bb563172c84eb1eba92b05fa99d902d28af13b,81bb563172,MAINT: Small style fixes.,bugfix,Python,Charles Harris,2020-12-19 13:07:40-07:00,13,5,1,0,1,1,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.5,0.0,0.0,0
mwaskom/seaborn,ead5a52a38a487c51478178b725abc8b213f0c53,ead5a52a38,"Reduce usage of global matplotlib state in axisgrid objects (#2388)  * Reduce usage of global matplotlib state in axisgrid objects  * Improve test coverage and legac compat in JointGrid  * Update ",test,Python,Michael Waskom,2020-12-19 13:47:11-05:00,13,5,1,0,99,25,3,1,15,6.0,0,clean,Python,2018-2020,1.0,,3.81,0.25,1.5,3
scipy/scipy,e7c58da8dbe83cf50a1982e645136d2ed98e3971,e7c58da8db,DOC: optimize: improved tutorial based on the review.,docs,Unknown,Atsushi Sakai,2020-12-19 15:00:23+09:00,15,5,1,0,35,8,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,3.89,0.0,0.0,0
numpy/numpy,82e5747dd40cbbde9c728452f21fa4716492c81d,82e5747dd4,"MAINT: Remove any mention of `formatter[""str""]`  It's been non-functional for the past 8 years (xref https://github.com/numpy/numpy/pull/459)",other,Python,Bas van Beek,2020-12-19 15:41:38+01:00,15,5,1,0,4,9,2,0,3,8.67,0,clean,Python,2018-2020,1.0,,0.4,0.0,2.89,0
numpy/numpy,05fa6e4bc219fb4db0808ef5cf9aed96c8ec0844,05fa6e4bc2,MAINT: Added a type-alias for the `floatmode` annotations  Co-Authored-By: Eric Wieser <425260+eric-wieser@users.noreply.github.com>,feature,Unknown,Bas van Beek,2020-12-19 15:43:34+01:00,15,5,1,0,7,9,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,0.7,0.0,0.0,0
scipy/scipy,eade3354629b67a6f67ce4ccb709f807a0bf0126,eade335462,ENH: stats: Add implementation of _entropy for the t distr.,feature,Python,Warren Weckesser,2020-12-19 16:36:48-05:00,16,5,1,0,14,0,2,1,2,1.0,0,clean,Python,2018-2020,1.0,,14.0,0.33,0.33,1
scipy/scipy,3b34042272aca46d709c1c5959f55c3a33aa5ad7,3b34042272,DOC: optimize: fix some doc issues.,bugfix,Unknown,Atsushi Sakai,2020-12-19 16:40:00+09:00,16,5,1,0,7,5,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,1.17,0.0,0.0,0
scipy/scipy,6a5819b34ebb1898de99b78296865f6ec17b9087,6a5819b34e,"CI: github actions: In the linux dbg tests, update apt before install packages.",test,Unknown,Warren Weckesser,2020-12-19 16:52:13-05:00,16,5,1,0,1,0,1,0,0,0.0,0,clean,Python,2018-2020,1.0,,1.0,0.0,0.0,1
scipy/scipy,9347fe00e80ec3614af0b675db1ef9701c37537a,9347fe00e8,MAINT: stats: Put the line break before the binary operator (Knuth-style).  Co-authored-by: Matt Haberland <mhaberla@calpoly.edu>,other,Python,Warren Weckesser,2020-12-19 17:33:56-05:00,17,5,1,0,2,2,1,0,1,1.0,0,clean,Python,2018-2020,1.0,,0.67,0.0,0.5,1
